0.0 927.304 197.887 326.403 281.357 446.139 89.88 477.267 1274.294 566.135 958.655 1333.802 1308.647 447.06 899.297 4398.136 2364.008 915.604 711.332 1612.486 5578.646 2240.659 2781.811 2829.525 4083.975 4372.828 4923.501 4275.078 4535.468 4872.04 4505.173 4330.245 5977.936 5578.385 4973.672 4451.894 287.392 4380.456 290.074 3705.567 4540.408 4993.909 4638.732 6786.714 5431.78 4958.044 5238.124 5080.239 93.667 3682.758 2355.783 2268.397 2886.126 1338.545 1500.541 1294.623 1284.83 1406.012 898.889 1457.454 2307.225 2335.063 1878.387 3266.407 2424.64 4808.104 3387.948 1708.544 3673.668 3776.483 4441.45 2782.014 2490.408 3513.44 5595.005 1496.185 1934.379 3609.035 2644.126 2495.956 1815.819 2322.108 3451.538 3609.866 3509.621 3334.468 4083.217 2421.135 3716.953 4311.786 5844.348 7001.654 6634.434 6180.913 5766.006 5575.648 
973.381 0.0 809.383 776.544 1059.434 908.271 937.218 936.718 996.668 669.232 648.482 790.278 745.214 696.813 1041.929 4698.161 2849.933 112.495 1287.573 2168.274 5050.087 1712.099 2253.25 2300.964 3555.414 3844.269 4394.94 3746.517 4006.907 4343.479 3976.614 3801.684 5449.377 5049.826 4445.114 3923.33 857.685 3851.895 1087.873 3177.005 4011.847 4465.348 4110.172 6258.154 4903.216 4429.48 4709.56 4551.677 989.187 3154.196 1827.221 1739.836 2357.564 1857.315 1959.992 1813.393 1803.599 1924.782 588.716 1916.905 2863.013 2794.514 2397.157 3785.176 2943.41 5108.131 3906.718 2227.314 4229.456 4332.271 4997.236 3337.802 3046.196 4069.227 5066.446 2014.955 2490.167 4164.823 2944.152 2795.982 2115.845 2622.135 3751.565 3909.893 3809.648 3634.494 3513.2 2907.06 4016.979 4611.812 5315.785 6473.091 6105.871 5652.35 5237.443 5047.086 
186.845 758.836 0.0 398.773 648.089 620.721 229.461 649.168 1345.019 710.511 1017.782 1392.929 1140.18 278.592 630.584 4286.816 2438.588 747.136 876.228 1756.929 5410.178 2072.191 2613.343 2661.057 3915.507 4204.36 4755.033 4106.61 4367.0 4703.572 4336.707 4161.776 5809.468 5409.917 4805.205 4283.425 359.762 4211.988 371.448 3537.099 4371.94 4825.441 4470.265 6618.247 5263.312 4789.576 5069.656 4911.77 281.43 3514.29 2187.314 2099.929 2717.658 1717.162 1672.443 1673.24 1663.447 1784.629 958.016 1629.355 2451.667 2506.965 2257.004 3645.024 2803.257 4696.785 3766.566 2087.161 3818.11 3920.925 4585.892 2926.456 2634.85 3657.882 5426.537 1874.802 2078.821 3753.477 2532.806 2384.636 1704.5 2210.79 3340.219 3498.547 3398.302 3223.149 3971.898 2495.715 3605.634 4200.467 5675.88 6833.187 6465.966 6012.445 5597.538 5407.181 
325.171 707.952 456.307 0.0 363.568 206.584 234.649 235.031 1007.64 239.731 680.404 1055.551 1089.296 343.737 688.854 4345.086 2496.858 696.253 555.135 1435.836 5359.295 2021.309 2562.461 2610.175 3864.624 4153.479 4704.15 4055.727 4316.117 4652.688 4285.824 4110.895 5758.585 5359.034 4754.322 4232.542 81.14 4161.105 372.286 3486.216 4321.058 4774.559 4419.383 6567.365 5212.428 4738.692 5018.772 4860.886 286.618 3463.406 2136.431 2049.046 2666.774 1155.628 1258.306 1111.706 1101.913 1223.095 620.638 1215.218 2130.575 2092.827 1695.47 3083.489 2241.723 4755.054 3205.031 1525.626 3497.018 3599.833 4264.799 2605.364 2313.757 3336.789 5375.654 1313.268 1757.729 3432.385 2591.075 2442.906 1762.769 2269.059 3398.488 3556.816 3456.571 3281.418 3822.41 2553.984 3663.903 4258.736 5624.996 6782.303 6415.083 5961.562 5546.654 5356.297 
282.526 994.739 655.531 372.238 0.0 440.916 268.387 471.135 1252.407 946.415 1253.685 1475.033 1376.083 524.808 536.634 4192.866 2266.526 983.039 475.724 1356.424 5646.081 2308.094 2849.246 2896.96 4151.411 4440.264 4990.937 4342.513 4602.903 4939.475 4572.609 4397.68 6045.37 5645.819 5041.107 4519.329 333.227 4447.891 60.305 3773.002 4607.843 5061.344 4706.168 6854.15 5499.216 5025.48 5305.56 5147.675 320.356 3750.193 2423.218 2335.832 2953.561 1316.658 1482.827 1272.736 1262.943 1384.125 1193.92 1439.739 2051.164 2317.348 1856.501 3244.52 2402.753 4602.833 3366.062 1686.657 3417.606 3520.421 4185.388 2525.953 2234.346 3257.378 5662.439 1474.298 1678.317 3352.973 2438.856 2290.686 1610.549 2116.839 3246.268 3404.596 3304.351 3129.198 3877.947 2323.653 3511.683 4106.518 5911.782 7069.089 6701.869 6248.348 5833.44 5643.083 
488.21 893.499 641.854 242.411 465.824 0.0 397.688 171.963 983.58 447.139 843.177 1206.207 1274.843 529.284 734.572 4390.804 2464.464 881.8 447.339 1328.04 5544.841 2206.855 2748.007 2795.72 4050.171 4339.023 4889.697 4241.273 4501.664 4838.235 4471.37 4296.44 5944.131 5544.58 4939.868 4418.089 323.552 4346.651 494.264 3671.762 4506.603 4960.104 4604.928 6752.91 5397.975 4924.239 5204.319 5046.435 449.657 3648.953 2321.978 2234.593 2852.322 1047.832 1195.238 1003.91 994.116 1115.298 783.411 1152.15 2022.779 2029.759 1587.674 2975.693 2133.927 4800.773 3097.235 1417.83 3389.221 3492.036 4157.003 2497.568 2205.961 3228.993 5561.2 1205.471 1649.933 3324.589 2636.794 2488.624 1808.487 2314.777 3444.206 3602.534 3502.289 3327.136 4075.885 2521.591 3709.621 4304.454 5810.543 6967.85 6600.629 6147.108 5732.201 5541.844 
90.521 868.124 187.508 236.522 281.198 356.258 0.0 387.386 1184.413 476.254 916.926 1292.073 1249.468 436.681 788.674 4444.907 2400.087 856.425 645.13 1513.42 5519.466 2181.479 2722.631 2770.345 4024.796 4313.649 4864.322 4215.898 4476.289 4812.86 4445.994 4271.065 5918.756 5519.205 4914.493 4392.714 197.511 4321.276 289.916 3646.387 4481.229 4934.729 4579.553 6727.535 5372.601 4898.864 5178.944 5021.06 51.968 3623.578 2296.603 2209.218 2826.947 1248.664 1410.661 1204.742 1194.949 1316.131 857.16 1367.573 2208.159 2245.181 1788.506 3176.526 2334.759 4854.875 3298.068 1618.663 3574.602 3677.417 4342.384 2682.949 2391.342 3414.374 5535.825 1406.304 1835.313 3509.97 2690.896 2542.726 1862.589 2368.879 3498.309 3656.637 3556.392 3381.239 3982.581 2457.214 3763.724 4358.557 5785.168 6942.475 6575.254 6121.733 5706.826 5516.469 
481.722 887.011 635.366 235.923 470.431 177.863 391.2 0.0 850.22 442.787 946.514 1072.846 1268.355 522.796 832.79 4489.023 2562.683 875.312 545.558 1426.258 5538.353 2200.367 2741.518 2789.232 4043.683 4332.536 4883.208 4234.786 4495.176 4831.748 4464.882 4289.952 5937.643 5538.092 4933.379 4411.601 317.064 4340.164 479.149 3665.274 4500.115 4953.616 4598.44 6746.422 5391.488 4917.751 5197.832 5039.947 443.169 3642.465 2315.49 2228.105 2845.834 914.472 1076.468 870.55 860.756 981.938 776.923 1033.38 2120.997 1910.989 1454.313 2842.333 2000.567 4898.993 2963.875 1284.469 3487.44 3590.255 4255.221 2595.786 2304.179 3327.211 5554.712 1072.111 1748.151 3422.807 2735.013 2586.843 1906.706 2412.996 3542.426 3700.754 3600.509 3425.356 4001.468 2619.81 3807.841 4402.674 5804.056 6961.362 6594.142 6140.621 5725.714 5535.356 
1203.537 962.266 1300.928 966.176 1196.13 899.678 1113.015 782.937 0.0 859.939 398.591 502.894 1570.115 1453.051 1464.878 5121.108 3194.77 937.396 1177.645 2058.346 6035.548 2697.562 3238.713 3286.427 4540.878 4829.732 5380.406 4731.982 4992.371 5328.943 4962.078 4787.148 6434.838 6035.287 5430.575 4908.796 1047.317 4837.36 1224.569 4162.471 4997.312 5450.812 5095.636 6918.436 6261.153 5414.946 5695.026 5537.143 1164.984 4139.662 2812.686 2725.301 3343.03 913.114 1156.952 869.192 859.398 980.58 481.607 1411.32 2753.085 2879.259 1452.955 2840.975 1999.209 5531.079 2962.517 1283.111 4119.527 4222.342 4887.308 3227.874 2936.268 3959.299 6051.907 1070.753 2380.239 4054.894 3367.1 3218.93 2538.794 3045.084 4174.512 4332.838 4232.596 4057.442 4806.192 3251.896 4439.927 5034.761 6301.251 7458.557 7091.337 6637.816 6222.909 6032.552 
565.679 768.978 678.136 240.508 604.077 455.148 475.157 483.596 985.796 0.0 658.56 1033.707 1142.758 565.566 910.682 4566.914 2718.686 744.107 803.7 1684.401 5412.756 2074.77 2615.922 2663.635 3918.086 4206.939 4757.611 4109.189 4369.579 4706.151 4339.285 4164.354 5812.046 5412.495 4807.783 4286.003 321.649 4214.567 612.795 3539.677 4374.519 4828.02 4472.843 6620.825 5265.89 4792.154 5072.234 4914.349 527.126 3516.868 2189.893 2102.508 2720.236 1116.657 1360.495 1072.735 1062.941 1184.123 598.794 1322.408 2379.14 2200.017 1656.499 3044.518 2202.752 4976.884 3166.06 1486.655 3745.583 3848.397 4513.364 2853.929 2562.322 3585.354 5429.115 1274.296 2006.294 3680.949 2812.905 2664.735 1984.598 2490.888 3620.317 3778.645 3678.4 3503.247 3875.871 2775.813 3885.732 4480.566 5678.459 6835.765 6468.545 6015.024 5600.117 5409.76 
